ImageId,bboxes
00e0398ad.jpg,"[[0, 31, 255, 127], [0, 446, 255, 561], [1, 1019, 255, 1233]]"
00ec97699.jpg,"[[127, 1104, 230, 1222]]"
00f1665e6.jpg,"[[69, 933, 158, 953], [0, 984, 255, 1036], [0, 1055, 84, 1070], [111, 1154, 254, 1198]]"
00f6e702c.jpg,"[[85, 1134, 250, 1166], [10, 1166, 28, 1184], [90, 1172, 136, 1184], [142, 1201, 214, 1224], [25, 1305, 60, 1329]]"
01053d28f.jpg,"[[54, 168, 81, 196], [26, 197, 121, 226], [103, 230, 148, 255], [40, 241, 75, 263], [206, 261, 247, 290]]"
010db68d1.jpg,"[[217, 227, 241, 249], [52, 301, 95, 323], [93, 382, 139, 413], [52, 433, 120, 461]]"
012a9a4c7.jpg,"[[76, 690, 125, 731], [0, 703, 42, 741]]"
012d29df4.jpg,"[[54, 0, 248, 1420], [65, 93, 116, 394], [29, 445, 72, 503], [32, 579, 105, 630], [32, 774, 81, 839]]"
012f26693.jpg,"[[3, 17, 90, 48], [0, 177, 119, 225]]"
012f26693.jpg,"[[129, 137, 245, 301]]"
01338c0ea.jpg,"[[140, 281, 232, 307], [0, 298, 116, 327]]"
0139dd004.jpg,"[[7, 542, 52, 588], [103, 909, 148, 945]]"
0141c9bf3.jpg,"[[91, 1164, 240, 1228], [136, 1307, 159, 1327]]"
0148e9891.jpg,"[[0, 923, 255, 943], [23, 986, 255, 1016]]"
014ebe543.jpg,"[[74, 10, 131, 68], [71, 140, 152, 239], [152, 676, 220, 752], [2, 1188, 42, 1209]]"
01540cab1.jpg,"[[183, 386, 231, 874]]"
01661826d.jpg,"[[25, 1324, 147, 1374], [83, 1396, 168, 1449]]"
0167a740e.jpg,"[[0, 903, 143, 922]]"
016af13d0.jpg,"[[0, 39, 255, 71], [0, 184, 254, 279]]"
016efe618.jpg,"[[74, 0, 255, 503], [0, 395, 106, 594], [188, 914, 255, 1000], [37, 1353, 153, 1477]]"
01764ee81.jpg,"[[127, 1, 255, 146], [13, 181, 49, 208], [226, 799, 255, 823], [162, 833, 255, 913], [161, 968, 255, 1107], [63, 1105, 255, 1128], [163, 1262, 249, 1282], [2, 1283, 255, 1306], [2, 1346, 254, 1416], [0, 1468, 255, 1527]]"
017c828a1.jpg,"[[0, 962, 156, 990]]"
018ccdfed.jpg,"[[1, 764, 62, 958], [1, 1094, 83, 1228], [1, 1327, 250, 1406], [19, 1423, 195, 1516], [205, 1442, 249, 1509]]"
01919944c.jpg,"[[0, 0, 255, 420], [110, 700, 253, 746], [2, 1472, 253, 1511]]"
019f42c2a.jpg,"[[0, 167, 255, 210], [1, 224, 255, 262], [0, 469, 255, 518], [0, 540, 255, 567], [1, 633, 255, 658], [0, 1107, 255, 1135], [0, 1252, 255, 1332], [49, 1339, 254, 1361], [0, 1510, 255, 1534]]"
01a1027ce.jpg,"[[0, 611, 255, 636], [0, 752, 247, 774]]"
01afbfa7a.jpg,"[[48, 1062, 124, 1215]]"
01b043500.jpg,"[[1, 718, 255, 771]]"
01b492dd6.jpg,"[[24, 12, 66, 40]]"
01c3ef286.jpg,"[[3, 321, 251, 349], [147, 696, 255, 722]]"
01cf446d4.jpg,"[[0, 685, 251, 712]]"
01cfacf80.jpg,"[[0, 1168, 145, 1418]]"
01cfacf80.jpg,"[[0, 0, 210, 568], [1, 1538, 56, 1594]]"
01df77e59.jpg,"[[195, 66, 233, 98], [24, 115, 67, 141], [170, 1155, 197, 1171]]"
01e020dc5.jpg,"[[0, 252, 135, 272], [0, 477, 255, 504], [2, 559, 255, 573], [0, 619, 255, 720], [0, 763, 255, 780], [0, 791, 189, 842], [0, 1150, 252, 1222]]"
01ebe0d32.jpg,"[[1, 382, 129, 402], [162, 741, 255, 812], [120, 850, 255, 890], [0, 1079, 255, 1176]]"
01fd320c9.jpg,"[[200, 555, 236, 786], [202, 832, 246, 1073], [209, 1074, 240, 1229], [206, 1127, 206, 1127], [207, 1129, 207, 1133]]"
01fd50e68.jpg,"[[18, 468, 255, 484], [0, 845, 255, 873], [0, 1089, 255, 1105]]"
020ff3106.jpg,"[[33, 207, 230, 238], [224, 419, 254, 456]]"
0217af9b1.jpg,"[[0, 336, 255, 356]]"
0218c0fcc.jpg,"[[5, 815, 73, 957], [138, 995, 219, 1117]]"
02291e913.jpg,"[[2, 662, 254, 677], [1, 1081, 141, 1111]]"
02431211b.jpg,"[[0, 970, 255, 1000], [0, 1352, 254, 1370], [2, 1384, 254, 1405], [1, 1458, 185, 1476]]"
025cb9f6e.jpg,"[[1, 1085, 255, 1109], [0, 1168, 255, 1200]]"
025dc8dc8.jpg,"[[65, 1243, 255, 1298], [125, 1381, 147, 1400]]"
026183d85.jpg,"[[63, 469, 226, 487]]"
02701c239.jpg,"[[1, 629, 254, 649], [0, 1050, 255, 1068]]"
0281aba7b.jpg,"[[191, 151, 231, 175], [0, 476, 255, 499], [0, 511, 255, 536]]"
028eb44d1.jpg,"[[96, 0, 255, 51], [45, 101, 255, 157], [193, 363, 236, 403], [73, 694, 203, 800], [81, 821, 144, 870], [168, 961, 204, 995], [229, 1337, 255, 1390], [140, 1353, 186, 1404], [145, 1509, 177, 1545]]"
028ed7768.jpg,"[[0, 960, 144, 981], [0, 1003, 255, 1119]]"
0294f23c0.jpg,"[[1, 707, 255, 736], [0, 1270, 255, 1318]]"
02b2d3aa4.jpg,"[[105, 383, 191, 413], [83, 421, 123, 458], [199, 527, 254, 565], [186, 570, 255, 597]]"
02b906933.jpg,"[[0, 428, 255, 451], [1, 1104, 255, 1127]]"
02bf279c9.jpg,"[[141, 216, 255, 321]]"
02c4655ff.jpg,"[[38, 324, 112, 350], [163, 1124, 208, 1146], [47, 1150, 100, 1163], [11, 1210, 73, 1229], [144, 1266, 218, 1289], [112, 1290, 225, 1315]]"
02c79bfcb.jpg,"[[135, 580, 173, 828], [0, 1215, 24, 1366], [21, 1436, 73, 1597]]"
02d18b8a4.jpg,"[[207, 48, 255, 71], [0, 844, 255, 898], [1, 1020, 255, 1036]]"
02d573611.jpg,"[[168, 905, 254, 1094], [162, 1114, 254, 1174]]"
02d8c6b30.jpg,"[[0, 753, 255, 868]]"
031627893.jpg,"[[56, 446, 150, 1599]]"
031f334ec.jpg,"[[87, 104, 213, 162], [0, 1462, 191, 1477]]"
0340e13c4.jpg,"[[0, 545, 255, 573], [0, 579, 138, 623], [1, 631, 255, 675], [100, 1031, 183, 1185], [0, 1347, 143, 1504], [161, 1506, 255, 1552], [3, 1527, 150, 1571]]"
03461f8e0.jpg,"[[87, 1191, 255, 1239], [111, 1197, 128, 1214], [115, 1322, 133, 1338]]"
034941f9d.jpg,"[[191, 392, 235, 412], [99, 862, 143, 888], [73, 1120, 122, 1147], [45, 1227, 91, 1259], [197, 1320, 242, 1349]]"
035021da2.jpg,"[[166, 69, 255, 337]]"
0360edfb8.jpg,"[[0, 682, 255, 761], [46, 948, 255, 1006]]"
036c4e5d2.jpg,"[[0, 294, 255, 324]]"
036c7d18c.jpg,"[[0, 0, 138, 87], [38, 89, 173, 111], [39, 120, 136, 145], [52, 421, 121, 441], [0, 449, 254, 556], [0, 589, 141, 763], [201, 660, 244, 717], [150, 673, 193, 701], [207, 759, 245, 793], [0, 766, 144, 925], [204, 832, 229, 855], [53, 981, 179, 1058], [54, 1156, 125, 1185], [71, 1188, 150, 1250], [0, 1243, 171, 1416], [0, 1399, 47, 1489], [18, 1466, 163, 1597]]"
037fca267.jpg,"[[206, 927, 239, 948], [17, 1063, 255, 1109]]"
03860f6a9.jpg,"[[0, 52, 32, 181], [33, 55, 255, 210], [106, 83, 255, 144], [0, 202, 67, 470], [77, 211, 135, 736], [158, 590, 252, 646], [3, 740, 255, 817], [22, 895, 253, 950], [110, 952, 157, 1152], [26, 1284, 92, 1320]]"
0386ce84b.jpg,"[[76, 384, 193, 519], [200, 709, 255, 1593], [94, 1188, 199, 1446]]"
038f14456.jpg,"[[130, 1053, 255, 1222]]"
0391d44d6.jpg,"[[151, 247, 204, 257], [150, 262, 186, 277], [38, 772, 88, 800], [85, 871, 248, 902], [48, 1045, 194, 1111]]"
0391d44d6.jpg,"[[0, 265, 97, 440], [83, 404, 255, 578], [172, 649, 255, 726], [0, 1336, 255, 1599]]"
039577d49.jpg,"[[1, 138, 255, 157], [0, 1441, 255, 1469], [0, 1477, 255, 1512], [2, 1572, 255, 1597]]"
03ab4e3ea.jpg,"[[0, 1134, 174, 1212]]"
03ca4d04c.jpg,"[[157, 0, 254, 133], [120, 87, 183, 158], [51, 148, 142, 688], [205, 149, 255, 597], [126, 194, 217, 373], [3, 548, 255, 1142]]"
03da79fda.jpg,"[[155, 707, 229, 738]]"
03db6bbc3.jpg,"[[112, 113, 171, 149], [184, 339, 252, 374], [40, 633, 96, 658]]"
03db6bbc3.jpg,"[[5, 322, 59, 380], [89, 1096, 191, 1122], [60, 1102, 255, 1360], [1, 1132, 87, 1319], [56, 1319, 206, 1403], [220, 1374, 255, 1418]]"
03faf7462.jpg,"[[12, 683, 173, 736], [225, 691, 255, 735]]"
04055fd3e.jpg,"[[0, 683, 255, 712], [0, 1054, 255, 1070], [0, 1453, 222, 1470]]"
0405e7c54.jpg,"[[8, 39, 255, 67]]"
04072b39a.jpg,"[[0, 1068, 255, 1116], [3, 1139, 255, 1164], [3, 1193, 255, 1212]]"
041187764.jpg,"[[6, 0, 226, 359]]"
041a93b6d.jpg,"[[103, 550, 161, 603], [68, 1314, 120, 1335]]"
04246167f.jpg,"[[50, 1174, 255, 1237], [7, 1305, 143, 1356]]"
0429258ad.jpg,"[[55, 1380, 162, 1399]]"
044700866.jpg,"[[138, 555, 227, 567], [166, 1278, 215, 1292], [0, 1452, 199, 1470]]"
044700866.jpg,"[[99, 0, 179, 90]]"
04594d04e.jpg,"[[0, 663, 248, 678], [2, 1397, 249, 1421]]"
046282f58.jpg,"[[182, 46, 255, 112]]"
046c35525.jpg,"[[0, 1466, 255, 1491]]"
047fa15d0.jpg,"[[0, 680, 255, 725], [0, 813, 255, 833]]"
048d14d3f.jpg,"[[0, 798, 255, 814], [0, 989, 255, 1008]]"
0498abd18.jpg,"[[2, 1, 209, 1597], [201, 121, 255, 172], [141, 1149, 241, 1194]]"
049bad998.jpg,"[[111, 84, 154, 109], [133, 175, 254, 201], [0, 671, 255, 865]]"
04a06d744.jpg,"[[24, 585, 81, 633], [187, 722, 255, 805], [0, 834, 255, 855], [0, 879, 224, 898], [148, 1006, 255, 1018], [109, 1096, 255, 1130]]"
04a4777e9.jpg,"[[0, 605, 255, 622], [0, 1166, 255, 1187]]"
04a5009fa.jpg,"[[0, 582, 255, 820]]"
04ae7853c.jpg,"[[17, 1153, 255, 1218], [0, 1282, 255, 1356]]"
04c3aade7.jpg,"[[4, 342, 217, 800]]"
04d49c95d.jpg,"[[0, 687, 255, 708], [2, 973, 255, 1008]]"
04e23e414.jpg,"[[215, 253, 244, 270], [26, 264, 66, 283], [0, 266, 22, 285], [7, 295, 42, 315], [159, 421, 225, 449], [20, 425, 50, 442], [196, 443, 234, 466], [195, 503, 215, 521], [216, 513, 255, 551], [200, 555, 255, 592], [110, 613, 166, 636], [181, 630, 242, 648], [128, 640, 184, 658]]"
04fa19d59.jpg,"[[1, 199, 173, 329], [160, 321, 255, 414], [128, 436, 255, 543]]"
05184e71b.jpg,"[[0, 429, 255, 456], [33, 1103, 255, 1126]]"
0518e79e9.jpg,"[[0, 603, 107, 713]]"
051f0d825.jpg,"[[40, 75, 255, 114], [88, 312, 173, 1044], [64, 943, 107, 1341]]"
0526d780c.jpg,"[[0, 687, 255, 718], [0, 972, 255, 1000]]"
052838084.jpg,"[[0, 64, 67, 117], [0, 1191, 60, 1261]]"
052ac9a54.jpg,"[[0, 839, 255, 863], [0, 875, 255, 897], [1, 1014, 255, 1037]]"
052cc2a0f.jpg,"[[92, 328, 255, 933]]"
0534f1b45.jpg,"[[0, 242, 255, 262], [1, 484, 255, 504], [0, 554, 255, 572], [0, 667, 255, 719], [2, 1214, 255, 1235], [3, 1344, 193, 1367]]"
05396b495.jpg,"[[0, 17, 185, 33], [0, 190, 186, 217], [0, 693, 255, 752], [0, 827, 254, 850]]"
053e9a29c.jpg,"[[76, 1483, 115, 1537], [185, 1534, 224, 1594]]"
054190eb2.jpg,"[[103, 837, 255, 1598]]"
056e34021.jpg,"[[0, 151, 54, 181], [0, 201, 33, 221], [124, 260, 153, 277], [197, 424, 224, 454], [0, 455, 69, 503], [116, 512, 157, 528], [144, 875, 168, 896], [65, 1144, 94, 1165], [132, 1238, 190, 1256], [204, 1256, 255, 1292], [213, 1294, 255, 1345]]"
05747b10b.jpg,"[[65, 943, 242, 960]]"
0576d3847.jpg,"[[214, 392, 255, 424], [229, 437, 255, 505], [0, 563, 165, 623]]"
057b89dd5.jpg,"[[0, 389, 130, 623]]"
0582ac66c.jpg,"[[0, 0, 83, 61], [139, 91, 175, 130], [4, 445, 197, 804], [0, 922, 255, 1257]]"
058a1e3b8.jpg,"[[0, 1299, 255, 1344]]"
059000a4f.jpg,"[[140, 1367, 172, 1399]]"
059327fe3.jpg,"[[19, 63, 255, 125]]"
05a024a74.jpg,"[[45, 499, 138, 624], [0, 685, 250, 777], [1, 792, 40, 866], [164, 848, 236, 910], [123, 1073, 252, 1363]]"
05d6bccf8.jpg,"[[0, 115, 255, 155], [210, 722, 255, 742]]"
05f5e7366.jpg,"[[138, 1332, 186, 1479]]"
0602f0520.jpg,"[[76, 625, 255, 650], [0, 1035, 255, 1048], [0, 1069, 255, 1083], [0, 1106, 255, 1122]]"
0603c2340.jpg,"[[70, 1322, 202, 1351]]"
0606395c5.jpg,"[[115, 403, 255, 1039], [146, 1357, 255, 1503]]"
060964105.jpg,"[[2, 487, 164, 506]]"
060c3159e.jpg,"[[90, 920, 255, 948]]"
062167783.jpg,"[[228, 66, 255, 147], [169, 222, 255, 352], [3, 317, 46, 420], [3, 571, 183, 609], [184, 759, 255, 788], [89, 1004, 213, 1033], [0, 1072, 157, 1104], [0, 1125, 171, 1149]]"
063571c5c.jpg,"[[0, 941, 255, 957], [0, 965, 255, 976], [0, 982, 255, 998]]"
063fa1630.jpg,"[[89, 262, 185, 330], [170, 517, 255, 684], [120, 616, 163, 677], [95, 643, 111, 654], [1, 681, 43, 831], [48, 688, 128, 863], [15, 1040, 136, 1235]]"
0645d69f9.jpg,"[[45, 1119, 117, 1185]]"
066ecd182.jpg,"[[0, 1123, 119, 1599]]"
06713b712.jpg,"[[147, 91, 255, 1599]]"
068587112.jpg,"[[3, 133, 162, 279], [0, 982, 254, 1035]]"
068c6c4a9.jpg,"[[24, 1483, 180, 1515]]"
0696cfa05.jpg,"[[0, 1, 255, 180], [0, 1025, 255, 1294]]"
06a01c775.jpg,"[[15, 210, 43, 230], [117, 241, 142, 271], [67, 282, 118, 305], [154, 294, 190, 330], [45, 306, 87, 329], [110, 334, 166, 370], [118, 1182, 144, 1203]]"
06ad83bac.jpg,"[[0, 0, 152, 253], [23, 0, 250, 249], [0, 853, 255, 1599]]"
06ae96c30.jpg,"[[0, 124, 255, 827], [0, 656, 255, 1019]]"
06aed81ba.jpg,"[[0, 186, 255, 280]]"
06b384e78.jpg,"[[0, 1097, 255, 1151]]"
06b49e34f.jpg,"[[2, 705, 135, 722]]"
06d0fbb0c.jpg,"[[0, 381, 255, 402], [66, 639, 255, 667]]"
06d3a99cb.jpg,"[[0, 393, 41, 1489], [38, 900, 255, 1143], [53, 1108, 254, 1269], [41, 1328, 253, 1465], [2, 1502, 253, 1539]]"
06e55cb16.jpg,"[[171, 937, 211, 975]]"
06e6582af.jpg,"[[169, 0, 255, 178], [207, 422, 253, 881], [98, 556, 140, 870], [41, 885, 142, 1078], [178, 1014, 215, 1235]]"
06e6e7a8c.jpg,"[[0, 439, 247, 605], [228, 770, 255, 785]]"
06e7b157a.jpg,"[[34, 1249, 159, 1299], [178, 1256, 255, 1363], [0, 1424, 249, 1460]]"
06eb2151d.jpg,"[[71, 1271, 138, 1321]]"
06f4583b1.jpg,"[[161, 1093, 177, 1113], [60, 1100, 146, 1140], [0, 1132, 21, 1146], [43, 1136, 65, 1155]]"
06f52f4dd.jpg,"[[0, 195, 30, 294], [104, 218, 184, 333], [131, 478, 253, 607], [117, 791, 205, 890], [145, 1239, 213, 1342]]"
06fb3a6e5.jpg,"[[61, 1130, 255, 1179], [163, 1288, 255, 1336]]"
0712fbd90.jpg,"[[0, 1178, 255, 1195]]"
0728b2ac9.jpg,"[[1, 1362, 231, 1446]]"
0739e9688.jpg,"[[86, 1, 144, 622], [99, 680, 135, 725], [75, 835, 119, 1594]]"
07732248e.jpg,"[[49, 29, 102, 42], [84, 44, 100, 47], [37, 69, 136, 80], [37, 103, 113, 112], [38, 123, 109, 131], [36, 132, 71, 136], [28, 148, 125, 161], [29, 168, 147, 181], [63, 182, 125, 188], [175, 186, 252, 192], [36, 204, 112, 210], [0, 412, 254, 424], [2, 669, 38, 682], [31, 942, 70, 946], [2, 949, 78, 955]]"
07732248e.jpg,"[[0, 540, 42, 623], [165, 546, 255, 645]]"
077f0256d.jpg,"[[0, 1541, 24, 1586]]"
079054aa2.jpg,"[[41, 1299, 148, 1345]]"
07a5651ce.jpg,"[[26, 0, 100, 521], [0, 754, 255, 1257], [0, 1406, 255, 1444]]"
07ac7620c.jpg,"[[18, 742, 84, 786]]"
07b1a9644.jpg,"[[37, 606, 230, 633]]"
07b627cb9.jpg,"[[2, 233, 255, 295]]"
07ba16aba.jpg,"[[0, 916, 215, 939], [1, 1008, 211, 1025], [0, 1052, 255, 1249]]"
07ba66beb.jpg,"[[121, 116, 153, 144], [61, 316, 92, 336], [14, 349, 51, 371], [34, 383, 81, 412], [151, 396, 168, 413], [96, 402, 127, 429], [0, 423, 34, 445], [130, 488, 157, 512], [218, 496, 238, 534], [197, 597, 224, 615]]"
07c3d6d77.jpg,"[[0, 924, 107, 933], [52, 946, 215, 959]]"
07c8ba1d5.jpg,"[[0, 88, 229, 111], [0, 367, 81, 392], [0, 1018, 255, 1070], [116, 1251, 255, 1268]]"
07c8ba1d5.jpg,"[[129, 832, 231, 923]]"
07c8c77a3.jpg,"[[0, 1057, 255, 1067]]"
07c917711.jpg,"[[0, 819, 174, 833], [0, 1016, 255, 1128]]"
07cb6d544.jpg,"[[34, 1011, 78, 1059]]"
07cbfd1f8.jpg,"[[172, 893, 255, 968], [0, 972, 255, 1055], [97, 1263, 212, 1310], [73, 1317, 144, 1344], [181, 1462, 253, 1497]]"
07cbfd1f8.jpg,"[[0, 36, 255, 410]]"
07cd0a3e9.jpg,"[[64, 1, 121, 83], [154, 49, 188, 91], [1, 163, 58, 263], [156, 386, 255, 559], [21, 572, 255, 614], [0, 879, 239, 913], [165, 1074, 255, 1107], [0, 1125, 255, 1171]]"
0803acf1f.jpg,"[[151, 1180, 255, 1230], [165, 1185, 178, 1190], [135, 1191, 147, 1203], [151, 1195, 163, 1202], [129, 1310, 151, 1319], [181, 1314, 194, 1328]]"
0808a098b.jpg,"[[212, 1168, 254, 1177], [0, 1176, 98, 1212], [142, 1183, 159, 1195], [211, 1185, 255, 1197]]"
080d6f77f.jpg,"[[138, 196, 255, 228], [0, 315, 254, 340], [36, 388, 181, 418], [0, 419, 255, 442], [132, 1022, 255, 1055], [0, 1152, 93, 1182], [90, 1388, 254, 1411], [133, 1421, 255, 1471]]"
0817e2da4.jpg,"[[0, 1061, 255, 1225]]"
08193cfc8.jpg,"[[38, 1454, 228, 1477], [1, 1478, 75, 1491]]"
0829af407.jpg,"[[44, 1418, 117, 1446]]"
0832de752.jpg,"[[2, 5, 23, 30], [30, 120, 67, 157], [118, 234, 141, 258], [65, 262, 118, 297], [144, 272, 183, 299], [182, 301, 231, 333], [52, 345, 93, 380], [211, 351, 244, 372], [161, 372, 207, 398], [103, 406, 150, 426], [165, 446, 198, 469], [220, 471, 255, 503], [80, 1173, 119, 1200], [108, 1479, 144, 1510]]"
0841074c1.jpg,"[[0, 794, 255, 853], [0, 967, 255, 991]]"
0842fa725.jpg,"[[190, 843, 255, 855]]"
0849ea9f1.jpg,"[[121, 90, 171, 262], [50, 102, 114, 184], [116, 513, 182, 649], [125, 1266, 208, 1583]]"
084e8ba74.jpg,"[[161, 1, 233, 62], [153, 76, 255, 166], [0, 505, 255, 528]]"
0858830b6.jpg,"[[0, 411, 214, 431], [0, 888, 249, 904], [0, 990, 255, 1026], [0, 1234, 255, 1251]]"
085a9eea6.jpg,"[[0, 69, 255, 89], [0, 496, 255, 523]]"
085bcd104.jpg,"[[3, 58, 255, 156]]"
08605c0eb.jpg,"[[173, 0, 255, 348], [191, 759, 250, 1595]]"
08808b1a2.jpg,"[[29, 386, 93, 412], [73, 428, 133, 466], [144, 451, 171, 471], [85, 504, 163, 540], [194, 534, 216, 553], [104, 548, 145, 562], [109, 583, 134, 599]]"
08852b69d.jpg,"[[0, 363, 236, 388], [128, 449, 231, 471], [0, 474, 150, 490], [46, 500, 149, 516]]"
0888e6a84.jpg,"[[90, 142, 212, 153]]"
0888e6a84.jpg,"[[85, 971, 188, 1103], [126, 983, 135, 1003]]"
088a6bb94.jpg,"[[0, 663, 255, 683], [0, 934, 255, 965]]"
088aee82e.jpg,"[[54, 0, 150, 1599], [97, 0, 178, 1599]]"
08a1a079b.jpg,"[[73, 171, 119, 196], [61, 270, 103, 292], [108, 283, 137, 302], [140, 296, 170, 322], [103, 310, 132, 328], [154, 331, 178, 347], [124, 342, 157, 366], [42, 352, 96, 373], [113, 451, 146, 468], [91, 471, 120, 490], [160, 671, 207, 703], [214, 686, 247, 714], [10, 705, 69, 722]]"
08a1a079b.jpg,"[[68, 1, 142, 38], [136, 410, 186, 447]]"
08a8ed239.jpg,"[[164, 766, 255, 790]]"
08b10468d.jpg,"[[166, 617, 255, 1356]]"
08b40a161.jpg,"[[0, 598, 173, 633], [0, 665, 148, 711]]"
08b40a161.jpg,"[[156, 696, 255, 1202], [106, 1413, 255, 1598]]"
08b539d11.jpg,"[[145, 0, 228, 108], [36, 249, 137, 425], [0, 402, 255, 758], [42, 1138, 255, 1336]]"
08c2fc120.jpg,"[[136, 1219, 255, 1271], [123, 1346, 157, 1387], [179, 1352, 203, 1378]]"
08d5bd03d.jpg,"[[32, 1327, 83, 1351], [173, 1326, 221, 1355]]"
08d80d51a.jpg,"[[0, 267, 255, 290], [0, 347, 255, 372], [0, 1142, 255, 1167], [1, 1487, 255, 1510]]"
08de8621d.jpg,"[[1, 122, 255, 151], [0, 230, 255, 251], [0, 476, 255, 501], [0, 517, 255, 534], [9, 579, 141, 597], [166, 579, 255, 599], [0, 637, 255, 663], [3, 956, 255, 986]]"
08de8df60.jpg,"[[12, 75, 35, 103], [219, 292, 255, 317], [86, 297, 120, 333], [4, 319, 30, 359], [129, 324, 162, 352], [57, 329, 82, 357]]"
08de8df60.jpg,"[[6, 638, 45, 707], [102, 1114, 143, 1165], [163, 1232, 204, 1279]]"
08e3aadde.jpg,"[[0, 316, 254, 463], [0, 502, 195, 651], [0, 709, 167, 724], [0, 745, 255, 817]]"
08f0b26ac.jpg,"[[1, 449, 255, 474]]"
08f5c0997.jpg,"[[1, 201, 255, 239], [0, 830, 255, 860], [1, 871, 255, 889], [0, 955, 255, 973], [0, 1011, 255, 1050], [0, 1323, 206, 1340]]"
08f9c685f.jpg,"[[62, 721, 211, 742]]"
08f9c685f.jpg,"[[228, 842, 246, 899]]"
0905fe055.jpg,"[[180, 1395, 229, 1417], [98, 1401, 154, 1419]]"
090a6a4b5.jpg,"[[50, 733, 239, 768], [0, 1319, 48, 1355]]"
09140dda7.jpg,"[[0, 1127, 255, 1149], [2, 1539, 254, 1561]]"
091d21109.jpg,"[[0, 563, 255, 613], [0, 708, 255, 741], [0, 982, 189, 1018], [1, 1125, 255, 1165], [33, 1208, 255, 1260], [73, 1376, 255, 1406], [28, 1422, 146, 1441]]"
092145f0c.jpg,"[[2, 65, 133, 81], [0, 340, 255, 371], [0, 382, 254, 411], [0, 416, 254, 432], [0, 488, 255, 528], [0, 1199, 223, 1223], [0, 1420, 255, 1468]]"
092614afe.jpg,"[[6, 128, 96, 193], [127, 193, 249, 346]]"
0929b3d8f.jpg,"[[4, 679, 249, 693], [1, 1245, 254, 1268]]"
092f8d365.jpg,"[[57, 795, 159, 908], [18, 830, 35, 856], [119, 875, 255, 911]]"
09323504a.jpg,"[[127, 238, 161, 330], [106, 268, 132, 332]]"
0934b8bff.jpg,"[[60, 300, 253, 326]]"
093ec1c68.jpg,"[[13, 1003, 83, 1045], [0, 1391, 49, 1458]]"
094fd70ea.jpg,"[[0, 490, 255, 528], [0, 598, 255, 625], [0, 1015, 253, 1187], [0, 1250, 247, 1286]]"
